,species,betweenness
3211,CERCYON SP. C,0.0
3212,CERCYON SP. F,0.0
3213,CEREBRATULUS,0.0
3214,CERNOTINA (N=CHIMARA),0.0
3215,CERNOTINA (P),0.0
3216,CEROPTRES ARATOR,0.0
3217,CERUCHUS PICEUS,0.0
3218,CF. BATRACHOSPERMUM?? ,0.0
3219,CHAETOCLADIUS SP.,0.0
3220,CHAETOCNEMA SP 1,0.0
3221,CHAETOGNATHA,0.0
3222,CHAETOGNATHA - POLYCHAETA,0.0
3223,CHAETOMORPHA - ENTEROMORPHA - CLADOPHORA - DIATOMS,0.0
3224,CHAETOMORPHA - ULVA - OTHER ALGAE,0.0
3225,CHAETOZONE SETOSA,0.0
3226,CHAETURICHTHYS HEXANEMA,0.0
3227,CHALCIDOMA DISJUNCTUM,0.0
3228,CHALEPUS HORNI BALY,0.0
3229,CHALEPUS SP.,0.0
3230,CHAOBOROUS,0.0
3231,CHAOBORUS - ODONATA LARVAE - HEMIPTERA - COLEOPTERA,0.0
3232,CHARACIDIUM SCHUBARTI,0.0
3233,CHARIESSA PILOSA,0.0
3234,CHARIPS SP.,0.0
3235,CHASSALIA CORIACEA VAR CORIACEA,0.0
3236,CHASSALIA PETRINENSIS,0.0
3237,CHAULIODES,0.0
3238,CHAULIODES SP. (N=10),0.0
3239,CHAULIODES SP. (N=2),0.0
3240,CHAULIODES SP. (P),0.0
3241,CHEATGRASS BROME (GRASS),0.0
3242,CHEIROPACHYS COLON (L.),0.0
3243,CHEIROSEIUS SP.,0.0
3244,CHELANOPS DENTATUS,0.0
3245,CHELANOPS OBLONGUS,0.0
3246,CHELIFER CANCROIDES,0.0
3247,CHELON LABROSUS - LIZA RAMADA - L. AURATA,0.0
3248,CHELONINAE SP 1,0.0
3249,CHELONINAE SP 2,0.0
3250,CHELONINAE SP 3,0.0
3251,CHELONUS SP.,0.0
3252,CHENMATOPSYCHE,0.0
3253,CHERAX DESTRUCTOR (FRAGMENTS),0.0
3254,CHERAX DESTRUCTOR (WHOLE),0.0
3255,CHESTNUT-COLLARD LONGSPUR,0.0
3256,CHEUMATOPSYCHE SP. (0.2-0.4 MM HCW),0.0
3257,CHEUMATOPSYCHE SP. (0.4-0.6 MM HCW),0.0
3258,CHEUMATOPSYCHE SP. (0.4-0.8 MM HCW),0.0
3259,CHEUMATOPSYCHE SP. (0.6-0.8 MM HCW),0.0
3260,CHIMARA (N=2),0.0
3261,CHIMARA (P),0.0
3262,CHIMARRA ATTERIMA (CF/P),0.0
3263,CHIMARRA ATTERIMA (N=10),0.0
3264,CHINOOK SALMON,0.0
3265,CHINOOK SALMON (ADULT),0.0
3266,CHINOOK SALMON (JUVENILE),0.0
3267,CHIOCOCCA ALBA,0.0
3268,CHIOCOCCA BELIZENSIS,0.0
3269,CHIPMUNKS - GROUND SQUIRRELS,0.0
3270,CHIRONOMIDAE (ADULT),0.0
3271,CHIRONOMIDAE (LARVAE),0.0
3272,CHIRONOMIDAE PUPA,0.0
3273,CHIRONOMIDAE SP 1,0.0
3274,CHIRONOMIDS ,0.0
3275,CHIRONOMINI,0.0
3276,CHIRONOMINI (N=CRICOTOPUS),0.0
3277,CHIRONOMINI SP.,0.0
3278,CHIRONOMINI SP. ,0.0
3279,CHIRONOMINI SP. (N=1),0.0
3280,CHIRONOMINI UNKNOWN (CG),0.0
3281,CHIRONOMINI UNKNOWN (N=DICROTENDIPES),0.0
3282,CHIRONOMOUS ZELANDICUS (HUDSON),0.0
3283,CHITIN FRAGMENTS,0.0
3284,CHLAMYDOMONAS,0.0
3285,CHLIDONIAS NIGER,0.0
3286,CHLORELLA,0.0
3287,CHLOROCYTUS LAOGORE,0.0
3288,CHLOROPERLIDAE,0.0
3289,CHLOROPHYTA FILAMENT,0.0
3290,CHONOPHOROUS GENIVITTATUS,0.0
3291,CHROMOBACTERIUM.1,0.0
3292,CHRYSOBALANUS ICACO,0.0
3293,CHRYSOCHARIS GEMMA (WALKER),0.0
3294,CHRYSOMYA MEGACEPHALA FABRICIUS,0.0
3295,CHRYSOPA CARNEA STEPHENS,0.0
3296,CHRYSOPIS SP.,0.0
3297,CHTHONIUS SPINOSUS,0.0
3298,CHUM SALMON (JUVENILE),0.0
3299,CICADELLIDAE SP 2,0.0
3300,CICHLIDAE (JUVENILE),0.0
3301,CINCLUS MEXICANUS,0.0
3302,CINNAMOMUM VERUM,0.0
3303,CINYGMULA (CG),0.0
3304,CINYGMULA (N=3),0.0
3305,CINYGMULA SP.,0.0
3306,CIRCUS - ASIO,0.0
3307,CIRR,0.0
3308,CIXIIDAE SP 1,0.0
3309,CIXIIDAE SP 2,0.0
3310,CLADOCERA (UNIDENTIFIED),0.0
3311,CLADOCERA : ALONA SP. (BENTHIC),0.0
3312,CLADOCERA: ALONINAE (WHOLE),0.0
3313,CLADOCERA: CHYDORINAE (WHOLE),0.0
3314,CLADOCERA: CHYDORUS SP.,0.0
3315,CLADOCERA: DIAPHANOSOMA (WHOLE),0.0
3316,CLADOCERA: MACROTHRIX SP. (BENTHIC),0.0
3317,CLADOCERA: MOINA SP.,0.0
3318,CLADOCERAN UNKNOWN,0.0
3319,CLADOCERANS (UNSPEC.),0.0
3320,CLADOPHORA GLOMERATA,0.0
3321,CLADOPHORA SP.,0.0
3322,CLAOXYLON LINOSTACHYS SSP BRACHYPHYLLUM,0.0
3323,CLARIAS GARIEPINUS (CLARID FISH),0.0
3324,CLARIAS MELLANDI,0.0
3325,CLARIAS MOSSAMBICUS,0.0
3326,CLARIUS MOSSAMBICUS,0.0
3327,CLAUSIDIUM (?),0.0
3328,CLAY+BACTERIA,0.0
3329,CLIDEMIA HIRTA,0.0
3330,CLIO,0.0
3331,CLIO PYRAMIDATA,0.0
3332,CLOETUS GLOBOSUS,0.0
3333,CLOSTERIOPSIS LONGISSIMUS,0.0
3334,CLOSTERIUM,0.0
3335,CLOSTERIUM SP.,0.0
3336,CLOSTEROCERUS SP.A,0.0
3337,CLUPEID FISHES,0.0
3338,CLUPEIDS,0.0
3339,CNIDARIANS (HYDROMEDUSAE - SCYPHOMEDUSAE),0.0
3340,COARSE PARTICULATE ORGANIC MATTER,0.0
3341,COBITIS BIWAE - RHINOGOBIUS FLUMINEUS,0.0
3342,COCCINELLA 7-PUNCTATA,0.0
3343,COCCINELLA SEPTEMPUNCTATA L.,0.0
3344,COCCOENIS PLACENTULA ,0.0
3345,COCCOLITHOPHORES,0.0
3346,COCCONEIS PLACENTUAL,0.0
3347,COCCONEIS PLACENTULA,0.0
3348,COCCONEIS SP.,0.0
3349,COCONUT,0.0
3350,COCONUT CRABS,0.0
3351,COELOIDES PISSODIS LARVAE,0.0
3352,COELOPYNIA SP. (DIPTERA - CHIRONOMIDAE),0.0
3353,COENOBITA (HERMIT CRABS),0.0
3354,COENOSIA SP.,0.0
3355,COFFEA MACROCARPA,0.0
3356,COFFEA MAURITIANA,0.0
3357,COHO SALMON (ADULT),0.0
3358,COHO SALMON (JUVENILE),0.0
3359,COILODES CASTANEA,0.0
3360,COLEA COLEI,0.0
3361,COLEA SEYCHELLARUM,0.0
3362,COLEOPTERA (ALL),0.0
3363,COLEOPTERA (UNIDENTIFIED) (FRGAMENT),0.0
3364,COLEOPTERA (UNIDENTIFIED) (WHOLE),0.0
3365,COLEOPTERA : HYDROPHILIDAE (WHOLE),0.0
3366,COLEOPTERA: SCIRTIDAE (WHOLE),0.0
3367,COLLEMBOLA (UNSPEC.),0.0
3368,COLLEMBOLLA,0.0
3369,COLOBURISCUS HUMERALIS (N=1),0.0
3370,COLOBURISCUS HUMERALIS (N=10),0.0
3371,COLOBURISCUS HUMERALIS (N=5),0.0
3372,COLOPTERUS SEMITECTUS,0.0
3373,COLORLESS BACTERIA,0.0
3374,COMMON BUCKWHEAT (FORB/SHRUB),0.0
3375,COMMONSUNFLOWER (FORB/SHRUB),0.0
3376,CONCHAPELOPIA (N=1),0.0
3377,CONCHAPELOPIA (N=10),0.0
3378,CONCHAPELOPIA (P),0.0
3379,CONCHAPELOPIA SP. (N=10),0.0
3380,CONCHAPELOPIA SP. (P),0.0
3381,CONCHOECIA,0.0
3382,CONDICA CAPENSIS,0.0
3383,CONDRICHTIS,0.0
3384,CONEPATUS (SKUNK),0.0
3385,CONGER MARGINATUS,0.0
3386,CONOCEPHALUS SP 1,0.0
3387,CONOCHILUS (COLONIAL),0.0
3388,CONOMYRMA BICOLOR,0.0
3389,CONOMYRMA INSANA,0.0
3390,CONSTEMPELLINA,0.0
3391,COOPER'S AND SHARPSHINNED HAWKS,0.0
3392,COOTS,0.0
3393,COPEPOD NAUPLII,0.0
3394,COPEPOD UNKNOWN,0.0
3395,COPEPODA - CLADOCERA,0.0
3396,COPEPODS (NEOCALANUS CRISTATUS - N. PLUMCHRUS),0.0
3397,COPEPODS (UNSPEC.),0.0
3398,COPEPODS - NEMATODES - BACTERIA,0.0
3399,COPESTUYLUM RORAIMA,0.0
3400,COPESTYLUM OBSCURIOR LARVAE,0.0
3401,COPROPORUS VENTRICULUS,0.0
3402,CORAL FEEDERS,0.0
3403,CORAL SNAKE,0.0
3404,CORDEMOYA INTEGRIFOLIA,0.0
3405,CORDULEGASTER MACULATA (N=3),0.0
3406,CORDULEGASTER MACULATA (P),0.0
3407,CORDULIDAE,0.0
3408,COREGONUS LAVARETUS,0.0
3409,CORETHRELLA,0.0
3410,CORETHRELLA CALATHICOLA,0.0
3411,CORIXIDAE (FRAGMENT),0.0
3412,CORIXIDAE (WHOLE),0.0
3413,CORIXIDAE AND NOTONECTIDAE - INCL. PLEA,0.0
3414,CORIXIDS (UNSPEC.),0.0
3415,CORMORANT,0.0
3416,CORMORANT - HERON - MERGANSER,0.0
3417,CORVUS - PISOBIA,0.0
3418,CORYNONEURA (N=1),0.0
3419,COSMARIUM SP.,0.0
3420,COSMARIUM SPP.,0.0
3421,COSSONUS CORTICOLA,0.0
3422,COSTACHOREMA,0.0
3423,COSTACHOREMA XANTHOPTERA (N=2),0.0
3424,COSTACHOREMA XANTHOPTERA (N=3),0.0
3425,COSTCHOREMA XANTHOPTERA ,0.0
3426,COSTCHOREMA XANTHOPTERA (N=5),0.0
3427,COSTUS PULVERULENTUS,0.0
3428,COTESIA SP1,0.0
3429,COTHONASPIS SP. ADULTS,0.0
3430,COTTONTAIL RABBITS,0.0
3431,COTTUS CAROLINAE,0.0
3432,COTTUS POLLUX,0.0
3433,COUGAR,0.0
3434,COYOTE,0.0
3435,CPOM,0.0
3436,CRANGON,0.0
3437,CRASPEDOCHOETA PULLULA,0.0
3438,CRASSILABRUM CRASSILABRUM,0.0
3439,CRASSOSTREA ANGULATA,0.0
3440,CRATERISPERMUM MICRODON,0.0
3441,CRATEROCEPHALUS STERCUSMUSCARUM,0.0
3442,CRATOPUS AUROSTRIATUS,0.0
3443,CRATOPUS PSITTACUS FAIMAIRE,0.0
3444,CRAYFISH (N=2),0.0
3445,CRAYFISH (N=3),0.0
3446,CRAYFISH (N=4),0.0
3447,CRAYFISH (N=9),0.0
3448,CRAYFISH (P),0.0
3449,CREAM PEAVINE (FORB/SHRUB),0.0
3450,CREMATOGASTER CLARA,0.0
3451,CREMATOGASTER LAEVIUSCULA,0.0
3452,CREMATOGASTER LINEOLATA,0.0
3453,CREOPHILIS MAXILLOSUS,0.0
3454,CREOSOTE BUSH,0.0
3455,CREPIDULIDS,0.0
3456,CRESTED WHEATGRASS (GRASS),0.0
3457,CREUTZERIA SEYCHELLENSIS,0.0
3458,CRIBINA - FISHES,0.0
3459,CRICKETS,0.0
3460,CRICOTOPUS (CG),0.0
3461,CRICOTOPUS (N=1),0.0
3462,CRICOTOPUS (N=10),0.0
3463,CRICOTOPUS I,0.0
3464,CRICOTOPUS I (N=5),0.0
3465,CRICOTOPUS II (N=1),0.0
3466,CRICOTOPUS II (N=8),0.0
3467,CRICOTOPUS II (N=POLYPEDELLUM),0.0
3468,CRICOTOPUS SP I,0.0
3469,CRICOTOPUS SP I (N=6),0.0
3470,CRICOTOPUS SP II,0.0
3471,CRICOTOPUS SP II (N=1),0.0
3472,CRICOTOPUS SP. (0.0-0.1 MM HCW),0.0
3473,CRICOTOPUS SP. (0.1-0.2 MM HCW),0.0
3474,CRICOTOPUS SP. (0.2-0.3 MM HCW),0.0
3475,CRICOTOPUS SP. II,0.0
3476,CRICOTOPUS SP. II (CRANSTON),0.0
3477,CRICOTOPUS SP. II (N=11),0.0
3478,CRICOTOPUS SP. TYPE  'PALE' (N=10),0.0
3479,CRICOTOPUS SP. TYPE 'PALE',0.0
3480,CRICOTOPUS TYPE 'II' ,0.0
3481,CRICOTOPUS TYPE 'II' (N=2),0.0
3482,CRISTAPERLA (N=15),0.0
3483,CRISTAPERLA FIMBRIA,0.0
3484,CRISTAPERLA FIMBRIA (N=1),0.0
3485,CRISTAPERLA FIMBRIAE (N=10),0.0
3486,CRISTAPERLA FIMBRIAE (N=7),0.0
3487,CRISTIVOMER,0.0
3488,CROCODILE,0.0
3489,CROCODILUS NILOTICUS,0.0
3490,CROTALARIA - ZIZYPHUS,0.0
3491,CROTON BILBERGIANUS SSP. PYRIMIDALIS,0.0
3492,CROTON FOTHERGILLIFOLIUS,0.0
3493,CROTON GRANGEROIDES,0.0
3494,CRUSTACEAN PARTS,0.0
3495,CRYPTANTHA (FORB/SHRUB),0.0
3496,CRYPTANTHA SP. (FORB/SHRUB),0.0
3497,CRYPTINAE SP,0.0
3498,CRYPTOCEPHALINAE SP 1,0.0
3499,CRYPTOLABIS SP. (CG),0.0
3500,CRYPTOLABIS SP. (N=3),0.0
3501,CRYPTOMONAS,0.0
3502,CRYPTOMONAS SP. 1 - CHROOCOCCUS DISPERSUS - CHROOCOCCUS LIMNETICUS - UNCLASSIFIED MICROFLAGELLATES - CHROMULINA SP. - SELENASTRUM MINUTUM,0.0
3503,CRYPTOMONAS SP. 1 - CHROOCOCCUS DISPERSUS - UNCLASSIFIED FLAGELLATES - CHROMULINA SP. - SELANASTRUM MINUTUM - TRACHELOMONAS SP.,0.0
3504,CRYPTOMONAS SP. 2 - DICTYOSPHAERIUM PULCHELLUM - DINOBRYON SOCIALE - PERIDINIUM PULSILLUM,0.0
3505,CRYPTOMONAS SP. 3 - CRYPTOMONAS SP. 4 - COSMARIUM SP. - DACTYLOCOCCOPSIS FASCICULARIS - DICTYOSPHAERIUM PULCHELLUM - DINOBRYON SERTULARIA - SPHAEROCYSTIS SCHROETERI - GLENODINIUM PULVISCULUS - OOCYSTIS SP. 1 - OOCYSTIS SP. 2 - PERIDINIUM PULSILLUM - SCHROEDERIA SETIGERA,0.0
3506,CRYPTOPHYTES,0.0
3507,CRYPTOPS HYALINA,0.0
3508,CTENOPHORA,0.0
3509,CTENOPHORES (BEROE SP.),0.0
3510,CULEX SUMATRANUS,0.0
3511,CULICOIDES ANGULARIS (CERATOPOGONIDAE),0.0
3512,CULICOIDES SP.,0.0
3513,CUMACEA,0.0
3514,CURCULIONIDAE SP12,0.0
3515,CURLEW SANDPIPER,0.0
3516,CUTLEAF EVENING PRIMROSE (FORB/SHRUB),0.0
3517,CUTTHROAT TROUT,0.0
3518,CYANOBACTERIA (MAINLY NOSTOC COMMUNE),0.0
3519,CYCLOPOID COPEPOD (EUCYCLOPS SP.),0.0
3520,CYCLOPOID COPEPODITE,0.0
3521,CYCLOPOID COPEPODS (FRAGMENTS),0.0
3522,CYCLOPOID COPEPODS (MESOCYCLOPS SP.),0.0
3523,CYCLOPOID COPEPODS (WHOLE),0.0
3524,CYCLOPS,0.0
3525,CYCLOTELLA COMENSIS,0.0
3526,CYCLOTELLA KÜTZINGIANA,0.0
3527,CYCLOTELLA SP.,0.0
3528,CYCLOTELLA SPP.,0.0
3529,CYCLOTELLA STELLIGERA,0.0
3530,CYLISTIX CYLINDRICA,0.0
3531,CYMADUSA,0.0
3532,CYMADUSA COMPTA,0.0
3533,CYMBELLA ASPERA,0.0
3534,CYMBELLA CISTULA,0.0
3535,CYMBELLA CUSPIDATA,0.0
3536,CYMBELLA KAPPI,0.0
3537,CYMBELLA KAPPII,0.0
3538,CYMBELLA LUNATA,0.0
3539,CYMBELLA LUNATE,0.0
3540,CYMBELLA MINUTA,0.0
3541,CYMBELLA MULLERI,0.0
3542,CYMBELLA SINUATA,0.0
3543,CYMBELLA SP.,0.0
3544,CYMBELLA SPP.,0.0
3545,CYMBELLA TUMIDA,0.0
3546,CYNOTILAPIA AFRA,0.0
3547,CYPERUS - CENCHRUS - ELEUCINE,0.0
3548,CYPRINIDS,0.0
3549,CYPRINUS CARPIO (WHOLE),0.0
3550,CYRNELLUS,0.0
3551,CYRNELLUS SP. (CF/P),0.0
3552,CYRNELLUS SP. (N=POLYCENTROPUS),0.0
3553,CYRTOSPERMA,0.0
3554,CYTISUS SCOPARIUS,0.0
3555,D. DISTINCTUS (0.4-0.6 MM HCW),0.0
3556,D. DISTINCTUS (1.0-1.2 MM HCW),0.0
3557,D. LIGNICOLA,0.0
3558,D1: PELAGIC DETRITUS,0.0
3559,D2: FISHERY OFFAL,0.0
3560,D3: BENTHIC DETRITUS,0.0
3561,DALECHAMPIA HETEROMORPHA,0.0
3562,DANDELION )FORB/SHRUB),0.0
3563,DASYHELEA SENSUALIS,0.0
3564,DASYHELEA SP.,0.0
3565,DASYTINAE SP 1,0.0
3566,DAUBAYLIA SP. ,0.0
3567,DEAD BIRDS ETC. WASHED IN FROM SEA,0.0
3568,DEAD CARCASSES,0.0
3569,DEAD CELLULAR PLANT MATERIAL,0.0
3570,DEAD CERAMBYCID,0.0
3571,DEAD ORGANIC MATERIAL,0.0
3572,DEAD PLANTS,0.0
3573,DEBRIS,0.0
3574,DECAPODA,0.0
3575,DECAPODA -- ORCONECTES - CAMBARUS,0.0
3576,DECAYED VEGETATION,0.0
3577,DECAYING ORGANIC MATTER,0.0
3578,DECKENIA NOBILIS,0.0
3579,DECOMPOSING SPHAGNUM,0.0
3580,DELEATIDIUM (N=10),0.0
3581,DELEATIDIUM (N=15),0.0
3582,DELEATIDIUM LILLI (N=10),0.0
3583,DELEATIDIUM SPP. (N=10),0.0
3584,DELEATIDUM LILLI,0.0
3585,DELEATIDUM LILLI (N=11),0.0
3586,DELTOCHILUM LOBIPES,0.0
3587,DELTOMETOPUS AMOENICORNIS LARVAE,0.0
3588,DENDROLAELAPS SP.,0.0
3589,DERAEOCORIS RUBER (L.),0.0
3590,DERMASTERIAS,0.0
3591,DERMASTERIAS IMBRICATA,0.0
3592,DERMESTES CARNIVORUS,0.0
3593,DESMIDS (UNSPEC.),0.0
3594,DESMODIUM CANUM,0.0
3595,DETRITUS - BACTERIA - FUNGI - CILIATED PROTOZOA,0.0
3596,DETRITUS - ORGANIC MATTER,0.0
3597,DETRITUS - PLANKTON,0.0
3598,DETRITUS - SED.,0.0
3599,DETRITUS AND BENTHIC ALGAE,0.0
3600,DETRITUS ANIMAL,0.0
3601,DIAERETUS LEUCOPTERUS,0.0
3602,DIALECTICA SP.,0.0
3603,DIALICTUS MICROLEPIODES,0.0
3604,DIALICTUS SP.,0.0
3605,DIAMESA ,0.0
3606,DIASPARSIS SP.,0.0
3607,DIATOMA ELONGATUM,0.0
3608,DIATOMA HEIMALE,0.0
3609,DIATOMA SP.,0.0
3610,DIATOMA SPP.,0.0
3611,DIATOMS (ALL),0.0
3612,DIATOMS (AULACOSEIRA SP.),0.0
3613,DIATOMS (EUNOTIA SP.),0.0
3614,DIATOMS (MOSTLY COCCONEIS) & DESMIDS,0.0
3615,DIATOMS (PINNULARIA SP.),0.0
3616,DIATOMS (SURIRELLA SP.),0.0
3617,DIATOMS (SYNEDRA SP.),0.0
3618,DIATOMS (UNIDENTIFIED),0.0
3619,DIATOMS (UNSPEC.),0.0
3620,DIATOMS - ALGAL COLONIES,0.0
3621,DIATOMS - BLUE-GREEN ALGAE,0.0
3622,DIATOMS AND DESMIDS,0.0
3623,DIATOMS IN SAND,0.0
3624,DIATOMS IN SURFACE FILM,0.0
3625,DICENTRARCHUS LABRAX,0.0
3626,DICOTS,0.0
3627,DICRANOTA (N=5),0.0
3628,DICRANOTA (P),0.0
3629,DICRANOTA SP. (N=1),0.0
3630,DICRANOTA SP. (P),0.0
3631,DICROTENDIPES (CG),0.0
3632,DICROTENDIPES (N=10),0.0
3633,DICROTENDIPES SPP. (CG),0.0
3634,DICROTENDIPES SPP. (N=10),0.0
3635,DIDYMOSPHENIA GEMINATA,0.0
3636,DILEPTIS,0.0
3637,DILLENIA FERRUGINEA,0.0
3638,DILLENIA SUFFRUTICOSA,0.0
3639,DINOBRYON BAVARICUM - DINOBRYON CYLINDRICUM - MICROCYSTIS AERUGINOSA - PERIDINIUM LIMBATUM - QUADRIGULA LACUSTRIS - QUADRIGULA SP. 2 - SYNEDRA SP.,0.0
3640,DINOBRYON BAVARICUM - MICROCYSTIS AERUGINOSA - PERIDINIUM LIMBATUM - PERIDINIUM WISCONSINENSE - SYNEDRA SP.,0.0
3641,DINOBRYON SERTULARIA - MALLOMONAS SP. 1 - PERIDINIUM CINCTUM,0.0
3642,DINOCRAS,0.0
3643,DINOCRAS CEPHALOTES,0.0
3644,DINOFLAGELLATE (PERIDINIUM SP.),0.0
3645,DINOFLAGELLATE (UNIDENTIFIED),0.0
3646,DINOFLAGGELATES,0.0
3647,DINOTISCUS BIDENTULUS THOMS.,0.0
3648,DINOTOPERLA SERRICAUDA (PISCES - GRIPOPTERYGIDAE),0.0
3649,DIOEDUS PUNCTATUS,0.0
3650,DIOSPILUS EPHIPPIUM (NEES),0.0
3651,DIOSPYROS REVAUGHANII,0.0
3652,DIOSPYROS SEYCHELLARUM,0.0
3653,DIOXYNA SORORCULA WIEDEMANN,0.0
3654,DIPLECTRONA MODESTA (CG),0.0
3655,DIPLECTRONA MODESTA (N=1),0.0
3656,DIPLECTRONA MODESTA (N=10),0.0
3657,DIPLECTRONA MODESTA (O),0.0
3658,DIPLONEIS OVALIS,0.0
3659,DIPLONEIS SP.,0.0
3660,DIPTERA (ALL),0.0
3661,DIPTERA ADULT (WHOLE),0.0
3662,DIPTERA B66,0.0
3663,DIPTERA C66,0.0
3664,DIPTERA SP 1,0.0
3665,DIPTERA SP 2,0.0
3666,DIPTERA SP 3,0.0
3667,DIPTERA.1,0.0
3668,DIPTERA.2,0.0
3669,DIPTERA.3,0.0
3670,DIPTERA.4,0.0
3671,DIPTERA.5,0.0
3672,DIPTERA.6,0.0
3673,DIPTERA.7,0.0
3674,DIPTERA.8,0.0
3675,DIPTERA: CHIRONOMIDAE (FRAGMENT),0.0
3676,DIPTERA: CHIRONOMIDAE (WHOLE),0.0
3677,DIPTERAN (NOT CHIRONOMIDAE) LARVAE,0.0
3678,DIPTERAN EGGS (UNKNOWN),0.0
3679,DIPTEROUS LARVAE,0.0
3680,DISCARD,0.0
3681,DISSOLVED INORGANIC CARBON,0.0
3682,DISSOLVED ORGANIC CARBON,0.0
3683,DISSOLVED ORGANIC MATTER,0.0
3684,DIURA,0.0
3685,DIXA,0.0
3686,DIXELLA,0.0
3687,DIXELLA (FF),0.0
3688,DIXELLA (N=1),0.0
3689,DODONAEA VISCOSA ,0.0
3690,DOLICHOPODIDAE SP 1,0.0
3691,DOLOCHOPODID ADULT (LONG-LEGGED FLY),0.0
3692,DOLOPHILODES (N=4),0.0
3693,DOLOPHILODES (P),0.0
3694,DOLOPHILODES DISTINCTUS (0-0.4 MM HCW),0.0
3695,DOLOPHILODES DISTINCTUS (0.0-0.2 MM HCW),0.0
3696,DOLOPHILODES DISTINCTUS (0.2-0.4 MM HCW),0.0
3697,DOLOPHILODES DISTINCTUS (0.4-0.6 MM HCW),0.0
3698,DOLOPHILODES DISTINCTUS (1.0-1.2 MM HCW),0.0
3699,DOLPHIN CORYPHAENA,0.0
3700,DOLPHINS,0.0
3701,DOM,0.0
3702,DORATOXYLON APETALUM VAR APETALUM,0.0
3703,DORATOXYLON APETALUM VAR DIPHYLLUM,0.0
3704,DORCUS (BREVIS?),0.0
3705,DOTTED GAYFEATHER (FORB/SHRUB),0.0
3706,DRACAENA REFLEXA VAR ANGUSTIFOLIA,0.0
3707,DRACEANA REFLEXA,0.0
3708,DRAGONFLIES,0.0
3709,DRAPITES SP. LARVAE,0.0
3710,DREISSENID MUSSELS,0.0
3711,DROSERA,0.0
3712,DROSOPHILA SP 1,0.0
3713,DROSOPHILA SP 2,0.0
3714,DROSOPHILA SP 3,0.0
3715,DROSOPHILIDS,0.0
3716,DRYOPS,0.0
3717,DUNG,0.0
3718,DUNG FLY (SCATOPHAGA FURCATA),0.0
3719,DUSCICYON (FOX),0.0
3720,DYSAUXES FLORIDA JOAN.,0.0
3721,DYSTISCIDAE (DERONECTES - OREONECTES),0.0
3722,DYTISCID BEETLES,0.0
3723,DYTISCUS MARGINALIS L.,0.0
3724,E. ANTARCTICA (30-60MM),0.0
3725,E. ANTARCTICA (60-90MM),0.0
3726,E. ANTARCTICA (90-120MM),0.0
3727,E. CALUDICANS,0.0
3728,E. FUSIFORMIS,0.0
3729,E. GRACEI GRP. (0.1-0.2 MM HCW),0.0
3730,E. INFREQUENS,0.0
3731,E. LONGICOLLIS,0.0
3732,E. PLEBEJUS,0.0
3733,E. POTTHASTI,0.0
3734,E. SINENSIS,0.0
3735,E. STERNALIS EGGS,0.0
3736,E. STERNALIS LARVAE,0.0
3737,E. SUPERBA,0.0
3738,EAGRIS SABADIUS MAHETA,0.0
3739,ECDYONURUS VENOSUS NYMPHS,0.0
3740,ECHINOSTOMA SP. (CERCARIAE),0.0
3741,ECHINOSTOMA TRIVOLVIS (CERCARIAE),0.0
3742,ECHINOSTOMA TRIVOLVIS (REDIAE OR SPOROCYST),0.0
3743,ECTATOMMA RUIDUM,0.0
3744,ECTOBIUS LAPONICUS (OLIVER),0.0
3745,ECTOPARASITES (PHTHIRAPTERA),0.0
3746,ECTOPRIA NERVOSA (N=10),0.0
3747,ECTOPRIA NERVOSA (SC),0.0
3748,ECTOPRIA THORACICA (B),0.0
3749,ECTOPRIA THORACICA (N=10),0.0
3750,ECTOPRIA THORACICA (N=4),0.0
3751,ECTOPRIA THORACICA (SC),0.0
3752,EDWARDSIA,0.0
3753,EGGS (UNIDENTIFIED),0.0
3754,EIDER,0.0
3755,EILEMA SQUALIDA VIETTE,0.0
3756,ELACHERTUS SP.C,0.0
3757,ELAKATOTHRIX GENEVENSIS,0.0
3758,ELASMOBRANCH FISHES,0.0
3759,ELASMOPUS,0.0
3760,ELATER NIGRICOLLIS LARVAE,0.0
3761,ELATER VERTICINUS,0.0
3762,ELATERINAE LARVAE (UNDET.),0.0
3763,ELATEROIDEA SP2,0.0
3764,ELATEROIDEA SP3,0.0
3765,ELEODES CARBONARIUS,0.0
3766,ELEODES HISPILABRIS,0.0
3767,ELEOTRIS SANDWICENSIS,0.0
3768,ELEPHANTOPUS MOLLIS,0.0
3769,ELMID I ADULT (CG),0.0
3770,ELMID I ADULT (N=1),0.0
3771,ELMID LARVAE,0.0
3772,ELMIDAE (LARVAE),0.0
3773,ELOPICHTHYS,0.0
3774,ELOPIDS,0.0
3775,EMBAPHION SP.,0.0
3776,EMBELIA ANGUSTIFOLIA,0.0
3777,EMERGENT CARNIVOROUS INSECTS,0.0
3778,EMERGENT PLANTS,0.0
3779,EMERGENT VASCULAR PLANTS,0.0
3780,EMERGING AQUATIC INVERTEBRATES,0.0
3781,EMERITA EMERITA (SMALL CRUSTACEAN),0.0
3782,EMERSONELLA SP.A,0.0
3783,EMPIDIDAE SP. 1 (DIPTERA),0.0
3784,EMPLECTONEMA,0.0
3785,EMPLECTONEMA GRACILIS,0.0
3786,ENCHYTRAEIDAE,0.0
3787,ENCHYTRAEIDAE NEMATODA (SEVERAL SPECIES),0.0
3788,ENCRUSTING AND MAT-FORMING ALGAE,0.0
